event,player,country,position,minutes_played,goals,assists,top_speed,distance,shots,shots_on_target,shots_off_target,shots_blocked
Euro 2016,Filip,Romania,Defender,28,0,0,24.9,3.6,0,0,0,NA
Euro 2016,Smolnikov,Russia,Defender,270,0,0,31.2,30.1,1,0,0,1
Euro 2016,Ignashevich,Russia,Midfielder,270,0,0,29,29.2,3,1,1,1
Euro 2016,Akinfeev,Russia,Goalkeeper,270,0,0,28.3,10.4,0,0,0,0
Euro 2016,Dzyuba,Russia,Forward,270,0,0,28,27.8,8,1,5,2
Euro 2016,Kokorin,Russia,Forward,255,0,0,28.8,31.2,4,0,1,3
Euro 2016,Smoloy,Russia,Forward,245,0,0,28.4,29.1,0,0,0,0
Euro 2016,V.Berezut,Russia,Midfielder,225,1,0,26.4,25.8,2,1,1,0
Euro 2016,Schennikov,Russia,Defender,180,0,1,20.9,21.3,0,0,0,0
Euro 2016,Shatov,Russia,Midfielder,180,0,1,30.4,23.5,2,0,1,1
Euro 2016,Golovin,Russia,Midfielder,160,0,0,25.2,20.7,2,0,1,1
Euro 2016,Glushakov,Russia,Midfielder,145,1,0,28.6,18.8,4,1,3,0
Euro 2016,Mamaev,Russia,Midfielder,140,0,0,27.5,17.4,2,0,2,0
Euro 2016,Neustadter,Russia,Defender,125,0,0,24.9,14.7,0,0,0,0
Euro 2016,Kombarov,Russia,Defender,90,0,0,26,11.1,1,0,0,1
Euro 2016,Shirokov,Russia,Midfielder,80,0,0,27,10.8,0,0,0,0
Euro 2016,A.Berezut,Russia,Defender,45,0,0,26.4,5.1,0,0,0,0
Euro 2016,Samedov,Russia,Midfielder,20,0,0,24.5,2.7,0,0,0,0
Euro 2016,Hamsik,Slovakia,Midfielder,360,1,1,31.2,45.8,10,1,4,5
Euro 2016,Skrtel,Slovakia,Defender,360,0,0,20.3,36.3,0,0,0,0
Euro 2016,Pekarik,Slovakia,Defender,360,0,0,29.7,46,0,0,0,0
Euro 2016,Durica,Slovakia,Defender,360,0,0,28.2,33.6,2,0,2,0
Euro 2016,Kucka,Slovakia,Midfielder,360,0,0,26.1,44.6,5,3,2,0
Euro 2016,Kozacik,Slovakia,Goalkeeper,360,0,0,22,16.9,0,0,0,0
Euro 2016,Weiss,Slovakia,Midfielder,278,1,1,28.7,27.6,4,2,2,0
Euro 2016,Mak,Slovakia,Midfielder,260,0,1,28.4,29.6,5,2,3,0
Euro 2016,Hubocan,Slovakia,Defender,180,0,0,27.5,18.7,0,0,0,0
Euro 2016,Pecovsky,Slovakia,Defender,157,0,0,28.9,18.3,1,0,1,0
Euro 2016,Duda,Slovakia,Midfielder,154,1,0,29.7,22,2,1,1,0
Euro 2016,Hrosovsky,Slovakia,Midfielder,150,0,0,26.5,18.3,0,0,0,0
Euro 2016,Svento,Slovakia,Midfielder,141,0,0,25.1,16.7,0,0,0,0
Euro 2016,Duris,Slovakia,Forward,133,0,0,29,16.5,1,0,0,1
Euro 2016,Gyomber,Slovakia,Defender,107,0,0,28,12.8,0,0,0,0
Euro 2016,Skriniar,Slovakia,Defender,102,0,0,25.3,12.7,1,0,1,0
Euro 2016,Nemec,Slovakia,Forward,54,0,0,25,7.7,1,0,1,0
Euro 2016,Gregus,Slovakia,Midfielder,45,0,0,30.3,6.1,1,0,1,0
Euro 2016,Sestak,Slovakia,Forward,26,0,0,28.4,3,0,0,0,0
Euro 2016,Stoch,Slovakia,Midfielder,7,0,0,23.2,1.4,0,0,0,0
Euro 2016,Salata,Slovakia,Defender,6,0,0,21.5,0.9,0,0,0,0
Euro 2016,Pique,Spain,Defender,360,1,0,28.7,37.8,0,0,0,0
Euro 2016,Iniesta,Spain,Forward,360,0,1,26.3,40.5,6,3,1,2
Euro 2016,Ramos,Spain,Defender,360,0,0,29.1,39,0,0,0,0
Euro 2016,Juanfran,Spain,Defender,360,0,0,28.2,41.9,1,0,1,0
Euro 2016,Sergio,Spain,Midfielder,360,0,0,27.2,41.6,1,0,1,0
Euro 2016,De gea,Spain,Goalkeeper,360,0,0,18.6,12.3,0,0,0,0
Euro 2016,Jordi Alba,Spain,Defender,351,0,1,29.1,42.9,2,1,0,1
Euro 2016,David Silva,Spain,Midfielder,334,0,0,28,38.7,0,0,0,0
Euro 2016,Fabregas,Spain,Midfielder,315,0,1,26.6,40.6,2,0,1,1
Euro 2016,Morata,Spain,Forward,289,3,0,30.1,31.4,13,7,4,2
Euro 2016,Nolito,Spain,Forward,277,1,1,30.3,32,7,1,4,2
Euro 2016,Aritz Aduriz,Spain,Forward,87,0,0,30.3,9.7,4,0,3,1
Euro 2016,Bruno Sori,Spain,Midfielder,56,0,0,27.2,7.3,2,1,1,0
Euro 2016,Thiago Motta,Spain,Midfielder,26,0,0,21.8,4,0,0,0,0
Euro 2016,Lucas,Spain,Midfielder,20,0,0,26,3.1,0,0,0,0
Euro 2016,Koke,Spain,Midfielder,19,0,0,25.9,3.2,0,0,0,0
Euro 2016,Pedre Rod,Spain,Forward,17,0,0,24,3,1,0,1,0
Euro 2016,Azpilicueta,Spain,Defender,9,0,0,30.7,1.3,0,0,0,0
Euro 2016,Ibrahimovic,Sweden,Forward,270,0,1,30.7,25.5,12,1,6,5
Euro 2016,Olsson,Sweden,Defender,270,0,0,29.2,30.4,0,0,0,0
Euro 2016,Lindelof,Sweden,Defender,270,0,0,29,28.2,0,0,0,0
Euro 2016,Granqvist,Sweden,Defender,270,0,0,27.9,27.5,1,0,0,1
Euro 2016,Kallstrom,Sweden,Midfielder,270,0,0,26.2,31.7,0,0,0,0
Euro 2016,Isaksson,Sweden,Goalkeeper,270,0,0,20.8,13.2,0,0,0,0
Euro 2016,Forsberg,Sweden,Forward,251,0,0,28.2,31.1,0,0,0,0
Euro 2016,S.Larsson,Sweden,Midfielder,250,0,0,28,30.4,2,0,1,1
Euro 2016,Berg,Sweden,Defender,226,0,0,32.1,23.2,2,1,1,0
Euro 2016,Ekdal,Sweden,Midfielder,173,0,0,31.9,21.5,2,1,1,0
Euro 2016,Guidetti,Sweden,Forward,143,0,0,28.8,17.3,1,0,1,0
Euro 2016,Berg,Sweden,Forward,127,0,0,28.5,14.2,2,1,1,0
Euro 2016,Lewicki,Sweden,Midfielder,97,0,0,28.6,10.9,0,0,0,0
Euro 2016,Lustig,Sweden,Defender,44,0,0,24,4.6,0,0,0,0
Euro 2016,Durmaz,Sweden,Midfielder,31,0,0,26.8,4.8,1,0,1,0
Euro 2016,Schar,Switzerland,Defender,390,1,0,27,39.5,0,0,0,0
Euro 2016,Lichtsteiner,Switzerland,Midfielder,390,0,0,29.8,45.7,2,1,0,1
Euro 2016,Rodriguez,Switzerland,Defender,390,0,0,29.6,42,9,3,1,5
Euro 2016,Djourou,Switzerland,Defender,390,0,0,29.2,38.5,3,1,1,1
Euro 2016,Xhaka,Switzerland,Midfielder,390,0,0,26,48.6,4,0,1,3
Euro 2016,Sommer,Switzerland,Goalkeeper,390,0,0,20.9,21.1,0,0,0,0
Euro 2016,Shaqiri,Switzerland,Midfielder,376,1,1,31.4,41.9,10,4,3,3
Euro 2016,Behrami,Switzerland,Midfielder,347,0,0,29.8,39.5,1,0,0,1
Euro 2016,Mehmedi,Switzerland,Forward,308,1,0,27.8,36.8,0,0,0,0
Euro 2016,Dzemaili,Switzerland,Midfielder,307,0,0,27,37.8,11,0,8,3
Euro 2016,Seferovic,Switzerland,Forward,289,0,0,29.2,32.4,9,5,3,1
Euro 2016,Embolo,Switzerland,Forward,191,0,0,27.5,21,0,0,0,0
Euro 2016,Fernandes,Switzerland,Midfielder,56,0,0,27.6,8,0,0,0,0
Euro 2016,Deriyok,Switzerland,Forward,50,0,1,26.6,5.9,3,1,1,1
Euro 2016,Frei,Switzerland,Midfielder,14,0,0,23.4,2.2,1,0,0,1
Euro 2016,Lang,Switzerland,Defender,11,0,0,28.4,2,0,0,0,0
Euro 2016,Ozan,Turkiye,Midfielder,270,1,0,31,30.1,3,2,1,0
Euro 2016,Mehmet,Turkiye,Midfielder,270,0,1,31,27.1,0,0,0,0
Euro 2016,Gokhan,Turkiye,Defender,270,0,0,30.3,29.3,0,0,0,0
Euro 2016,Hakan,Turkiye,Defender,270,0,0,25.7,26.1,1,0,1,0
Euro 2016,Volkan,Turkiye,Goalkeeper,270,0,0,14.1,12.2,0,0,0,0
Euro 2016,Selcuk,Turkiye,Midfielder,270,0,0,26.4,28.5,1,0,0,1
Euro 2016,Arda,Turkiye,Midfielder,245,0,0,28.2,28.1,4,0,3,1
Euro 2016,Burak,Turkiye,Midfielder,204,1,0,30.8,22.1,2,1,1,0
Euro 2016,Caner,Turkiye,Defender,180,0,0,30.5,20,1,1,0,0
Euro 2016,Oguzhan,Turkiye,Midfielder,136,0,0,25.7,17.5,0,0,0,0
Euro 2016,Calhanoglu,Turkiye,Midfielder,135,0,0,27.4,15.9,5,0,4,1
Euro 2016,Volkan Sen,Turkiye,Midfielder,106,0,0,29.1,11.5,1,0,0,1
Euro 2016,Emre,Turkiye,Midfielder,90,0,1,31.7,10.6,2,0,1,1
Euro 2016,Ismail,Turkiye,Defender,90,0,0,29.5,9.7,0,0,0,0
Euro 2016,Cenk,Turkiye,Forward,70,0,0,25.9,7.8,0,0,0,0
Euro 2016,Olcay,Turkiye,Midfielder,49,0,0,29.1,7.2,4,0,2,2
Euro 2016,Nuri,Turkiye,Defender,45,0,0,22.3,5.8,0,0,0,0
Euro 2016,Yunus,Turkiye,Midfielder,20,0,0,25,2.9,1,0,1,0
Euro 2016,Yarmolenko,Ukraine,Midfielder,270,0,0,29.5,32.8,6,3,1,2
Euro 2016,Fedetskiy,Ukraine,Defender,270,0,0,29.1,32.5,0,0,0,0
Euro 2016,Konoplyan,Ukraine,Midfielder,270,0,0,28.1,31.4,13,2,5,6
Euro 2016,Khacheridi,Ukraine,Defender,270,0,0,26.8,28,0,0,0,0
Euro 2016,Stepanenko,Ukraine,Midfielder,270,0,0,26.3,34.7,2,0,1,1
Euro 2016,Pyatov,Ukraine,Defender,270,0,0,22.6,13.2,0,0,0,0
Euro 2016,Shevchuk,Ukraine,Defender,180,0,0,30,21.1,3,0,3,0
Euro 2016,Rakitskyy,Ukraine,Defender,180,0,0,28,19,1,2,0,0
Euro 2016,Zozulya,Ukraine,Forward,174,0,0,26.7,20.8,4,2,1,1
Euro 2016,Kovalenko,Ukraine,Midfielder,173,0,0,27.8,22.2,2,0,2,0
Euro 2016,Sydorchuk,Ukraine,Midfielder,166,0,0,29,20,2,0,1,1
Euro 2016,Zinchenko,Ukraine,Defender,97,0,0,28.3,14.1,5,1,4,0
Euro 2016,Seleznyov,Ukraine,Forward,95,0,0,27.4,10.5,2,1,1,0
Euro 2016,Butko,Ukraine,Defender,90,0,0,30.3,11.3,0,0,0,0
Euro 2016,Rotan,Ukraine,Midfielder,90,0,0,29.8,11.2,1,1,0,0
Euro 2016,Kucher,Ukraine,Defender,90,0,0,27.3,10.4,0,0,0,0
Euro 2016,Garmash,Ukraine,Midfielder,14,0,0,23.6,2.7,0,0,0,0
Euro 2016,N.Taylor,Wales,Defender,540,1,0,31.2,59.6,5,3,1,1
Euro 2016,A.Williams,Wales,Defender,540,1,0,27,49.4,7,2,4,1
Euro 2016,Gunter,Wales,Defender,540,0,1,29.5,64.6,0,0,0,0
Euro 2016,Chester,Wales,Defender,540,0,0,28.7,55.2,0,0,0,0
Euro 2016,Bale,Wales,Forward,533,3,1,31.2,58.1,25,16,6,3
Euro 2016,Allen,Wales,Midfielder,524,0,1,28.6,65,2,0,1,1
Euro 2016,B.Davies,Wales,Defender,450,0,0,27.1,47.3,0,0,0,0
Euro 2016,Hennessey,Wales,Goalkeeper,450,0,0,17.9,23.2,0,0,0,0
Euro 2016,Ramsey,Wales,Midfielder,447,1,4,29.6,56.3,12,5,1,6
Euro 2016,Ledley,Wales,Midfielder,363,0,0,28.9,42.3,0,0,0,0
Euro 2016,Robson,Wales,Forward,269,2,0,29.5,29.7,0,0,0,0
Euro 2016,Vokes,Wales,Forward,187,1,0,26.2,20.2,8,3,5,0
Euro 2016,J.Williams,Wales,Midfielder,140,0,0,27.5,17.5,1,0,1,0
Euro 2016,King,Wales,Midfielder,116,0,0,28.6,15.3,1,0,0,1
Euro 2016,Edwards,Wales,Midfielder,108,0,0,25.7,14,0,0,0,0
Euro 2016,Ward,Wales,Goalkeeper,90,0,0,17.2,4.5,0,0,0,0
Euro 2016,Collins,Wales,Defender,67,0,0,25.1,6.6,0,0,0,0
Euro 2016,Church,Wales,Forward,34,0,0,27.4,4.8,0,0,0,0
Euro 2016,Richards,Wales,Defender,2,0,0,23.4,0.8,0,0,0,0
