event,player,country,position,minutes_played,goals,assists,top_speed,distance,shots,shots_on_target,shots_off_target,shots_blocked
Euro 2020,Yaremchuk,Ukraine,Forward,430,2,1,30.8,50,12,6,3,3
Euro 2020,Sydorchuk,Ukraine,Midfielder,374,0,0,30.4,43.5,2,0,1,1
Euro 2020,Mykolenko,Ukraine,Defender,355,0,0,31.5,37.9,0,0,0,0
Euro 2020,Shaparenko,Ukraine,Midfielder,323,0,0,28.8,40.2,3,1,2,0
Euro 2020,Malinovskyi,Ukraine,Midfielder,283,0,1,30.8,31.1,10,4,3,3
Euro 2020,Stepanenko,Ukraine,Midfielder,185,0,0,25.6,22.9,2,0,1,1
Euro 2020,Kryvtsov,Ukraine,Defender,155,0,0,22.1,16.1,0,0,0,0
Euro 2020,Tsygankov,Ukraine,Midfielder,139,0,0,29.7,18.4,1,0,1,0
Euro 2020,Marlos,Ukraine,Midfielder,73,0,0,24.8,8.7,0,0,0,0
Euro 2020,Makarenko,Ukraine,Midfielder,51,0,0,24.8,6.1,1,1,0,0
Euro 2020,Besedin,Ukraine,Forward,36,0,0,29.5,4.8,0,0,0,0
Euro 2020,Dovbyk,Ukraine,Forward,15,1,0,25.4,1.6,2,1,1,0
Euro 2020,Zubkov,Ukraine,Midfielder,13,0,0,0,1,0,0,0,0
Euro 2020,Bezus,Ukraine,Forward,2,0,0,29,0.7,0,0,0,0
Euro 2020,Sobolev,Ukraine,Defender,1,0,0,25.9,0.6,0,0,0,0
Euro 2020,Rodon,Wales,Defender,360,0,0,31.5,35.8,1,1,0,0
Euro 2020,Ward,Wales,Goalkeeper,360,0,0,21.4,14.2,0,0,0,0
Euro 2020,Bale,Wales,Forward,356,0,2,32,36.6,9,2,6,1
Euro 2020,Ramsey,Wales,Midfielder,354,1,0,29.7,42,7,3,1,3
Euro 2020,Allen,Wales,Midfielder,339,0,0,29.2,38.2,2,0,1,1
Euro 2020,D. James,Wales,Midfielder,316,0,0,33.5,31.6,4,2,2,0
Euro 2020,Roberts,Wales,Defender,310,1,0,32.8,34.2,2,1,0,1
Euro 2020,Morrell,Wales,Midfielder,299,0,1,27.9,34.3,1,0,0,1
Euro 2020,Moore,Wales,Forward,288,1,0,32.2,30.7,7,2,2,3
Euro 2020,B. Davies,Wales,Defender,274,0,0,27.7,28.4,3,0,2,1
Euro 2020,Mepham,Wales,Defender,270,0,0,30.4,25.9,1,0,0,1
Euro 2020,N. Williams,Wales,Defender,137,0,0,29.7,14.5,0,0,0,0
Euro 2020,Gunter,Wales,Defender,90,0,0,27.9,8.7,1,0,1,0
Euro 2020,Ampadu,Wales,Defender,73,0,0,25.4,8.3,0,0,0,0
Euro 2020,Wilson,Wales,Midfielder,52,0,0,29.2,6.6,1,0,0,1
Euro 2020,Brooks,Wales,Midfielder,31,0,0,27.7,4.1,0,0,0,0
Euro 2020,T. Roberts,Wales,Forward,12,0,0,24.3,1.9,0,0,0,0
Euro 2020,Levitt,Wales,Midfielder,4,0,0,23.6,0.9,0,0,0,0
Euro 2016,Agolli,Albania,Defender,270,0,0,29.9,28.8,0,0,0,0
Euro 2016,Abrashi,Albania,Midfielder,270,0,0,28.8,35.1,3,1,0,2
Euro 2016,Mavraj,Albania,Defender,270,0,0,27.9,27.3,3,0,3,0
Euro 2016,Hysaj,Albania,Defender,270,0,0,26.6,29.3,1,0,0,1
Euro 2016,E. Berisha,Albania,Goalkeeper,270,0,0,21.4,12.4,0,0,0,0
Euro 2016,Lenjani,Albania,Midfielder,257,0,0,19.4,29.1,4,0,1,3
Euro 2016,Sadiku,Albania,Forward,231,1,0,29.1,25.1,5,2,1,2
Euro 2016,Memushaj,Albania,Midfielder,180,0,1,25.7,21.6,7,2,4,1
Euro 2016,Arlind Ajeti,Albania,Defender,175,0,0,27.1,15.9,0,0,0,0
Euro 2016,Kukeli,Albania,Midfielder,164,0,0,28.8,19.4,0,0,0,0
Euro 2016,Lila,Albania,Defender,161,0,0,26.8,19.5,1,0,1,0
Euro 2016,Roshi,Albania,Midfielder,106,0,0,30.1,13.8,0,0,0,0
Euro 2016,Basha,Albania,Midfielder,83,0,0,24.2,9.1,2,1,1,0
Euro 2016,Xhaka,Albania,Midfielder,78,0,0,24.6,9.4,1,0,1,0
Euro 2016,Cana,Albania,Midfielder,43,0,0,25.6,4.7,1,1,0,0
Euro 2016,Balaj,Albania,Forward,31,0,0,27.3,4,0,0,0,0
Euro 2016,Kace,Albania,Midfielder,28,0,0,25.1,4.4,1,0,0,1
Euro 2016,Cikalleshi,Albania,Forward,16,0,0,22.5,2.5,0,0,0,0
Euro 2016,Gashi,Albania,Forward,8,0,0,23.7,1.6,1,1,0,0
Euro 2016,Veseli,Albania,Defender,5,0,0,25,1.3,0,0,0,0
Euro 2016,Arnautovic,Austria,Forward,270,0,0,30.7,30.9,4,2,2,0
Euro 2016,Fuchs,Austria,Defender,270,0,0,30.7,29.9,3,0,1,2
Euro 2016,Hinteregger,Austria,Defender,270,0,0,30.3,27.1,6,0,2,4
Euro 2016,Baumgartlinger,Austria,Midfielder,270,0,0,30.1,34.4,2,1,1,0
Euro 2016,Klein,Austria,Defender,270,0,0,29.2,30,0,0,0,0
Euro 2016,Almer,Austria,Goalkeeper,270,0,0,23.6,12.6,0,0,0,0
Euro 2016,Alaba,Austria,Defender,245,0,1,28.4,29,9,2,1,6
Euro 2016,Sabitzer,Austria,Midfielder,194,0,0,28.5,24.4,2,0,2,0
Euro 2016,Harnik,Austria,Midfielder,167,0,0,30.1,20.4,2,0,2,0
Euro 2016,Dragovic,Austria,Defender,156,0,0,25.7,15.5,1,0,1,0
Euro 2016,Prodl,Austria,Defender,135,0,0,24.8,12.1,0,0,0,0
Euro 2016,Ilsanker,Austria,Midfielder,132,0,0,28,15.9,1,1,0,0
Euro 2016,Janko,Austria,Forward,110,0,0,24.7,11.6,4,0,4,0
Euro 2016,Shopf,Austria,Midfielder,83,1,0,26.2,12.4,5,3,1,1
Euro 2016,Junuzovic,Austria,Midfielder,59,0,0,25.5,7.7,1,1,0,0
Euro 2016,Okotie,Austria,Forward,25,0,0,23.5,3.2,0,0,0,0
Euro 2016,Jantscher,Austria,Forward,12,0,0,25.5,1.9,0,0,0,0
Euro 2016,Hinterseer,Austria,Forward,5,0,0,22.5,1.2,0,0,0,0
Euro 2016,Wimmer,Austria,Defender,3,0,0,22.5,0.8,0,0,0,0
Euro 2016,Alderweirld,Belgium,Defender,450,1,0,28.6,46.3,6,2,3,1
Euro 2016,Witsel,Belgium,Midfielder,450,1,0,28.1,54.1,10,3,4,3
Euro 2016,De Bruyne,Belgium,Midfielder,450,0,2,29.4,56.4,22,10,7,5
Euro 2016,Courtois,Belgium,Goalkeeper,450,0,0,25.5,18.5,0,0,0,0
Euro 2016,E. Hazard,Belgium,Forward,440,1,4,30.7,49.7,12,3,3,6
Euro 2016,Lukaku,Belgium,Forward,401,2,0,30.5,37.4,0,0,0,0
Euro 2016,Nainggolan,Belgium,Midfielder,365,2,1,31,41.5,9,3,3,3
Euro 2016,Meunier,Belgium,Defender,360,0,1,30.6,44.7,4,3,1,0
Euro 2016,Vertonghen,Belgium,Defender,360,0,0,29.3,36.8,2,0,1,1
Euro 2016,Vermaelen,Belgium,Defender,360,0,0,27.8,33.8,0,0,0,0
Euro 2016,Carracso,Belgium,Forward,214,1,0,32.3,26.9,2,2,0,0
Euro 2016,Mertens,Belgium,Forward,158,0,0,29.4,19.4,12,4,4,4
Euro 2016,Fellaini,Belgium,Midfielder,144,0,0,26.8,19.1,2,0,2,0
Euro 2016,Denayer,Belgium,Defender,90,0,0,26.6,8.8,0,0,0,0
Euro 2016,Ciman,Belgium,Defender,76,0,0,28,7.9,1,0,0,1
Euro 2016,Lukaku,Belgium,Defender,75,0,0,31.6,7.6,11,5,6,0
Euro 2016,Dembele,Belgium,Forward,57,0,0,27.5,6,0,0,0,0
Euro 2016,Batshuayi,Belgium,Forward,21,1,0,27.3,2.7,2,2,0,0
Euro 2016,Origi,Belgium,Forward,18,0,0,30.8,2.1,2,0,2,0
Euro 2016,Benteke,Belgium,Forward,11,0,0,24.6,1.8,1,1,0,0
Euro 2016,Srna,Croatia,Midfielder,386,0,0,27.8,45.2,4,0,3,1
Euro 2016,Badelj,Croatia,Midfielder,386,0,0,27.4,45.9,4,1,3,0
Euro 2016,Subasic,Croatia,Goalkeeper,386,0,0,25.5,16.6,0,0,0,0
Euro 2016,Corluka,Croatia,Defender,385,0,0,29.1,39.3,0,0,0,0
Euro 2016,Perisic,Croatia,Midfielder,382,2,1,30.1,45.2,16,4,8,4
Euro 2016,Rakitic,Croatia,Midfielder,374,1,0,27.7,44.9,9,2,6,1
Euro 2016,Brozovic,Croatia,Midfielder,296,0,1,29.2,39.4,9,1,7,1
Euro 2016,Vida,Croatia,Defender,296,0,0,30,29.7,6,0,6,0
Euro 2016,Strinic,Croatia,Defender,295,0,0,30,32.7,1,0,1,0
Euro 2016,Modric,Croatia,Midfielder,272,1,0,27.5,30.1,2,1,1,0
Euro 2016,Mandzukic,Croatia,Forward,263,0,0,28.4,29.8,9,4,3,2
Euro 2016,n.Kalinic,Croatia,Forward,122,1,1,29.4,13.4,3,2,1,0
Euro 2016,Pjaca,Croatia,Forward,100,0,0,28.8,11.8,1,0,1,0
Euro 2016,Vrsaljko,Croatia,Defender,91,0,0,31.9,10.6,0,0,0,0
Euro 2016,Jedvaj,Croatia,Defender,90,0,0,26,9.3,1,1,0,0
Euro 2016,Rog,Croatia,Midfielder,82,0,0,23.8,9.8,1,0,0,1
Euro 2016,Kovacic,Croatia,Midfielder,32,0,0,27.5,5.5,1,0,0,1
Euro 2016,Kramaric,Croatia,Forward,5,0,0,24.9,1.7,0,0,0,0
Euro 2016,Schildenfeld,Croatia,Defender,2,0,0,26.4,1,0,0,0,0
Euro 2016,Cop,Croatia,Forward,1,0,0,23.1,0.4,0,0,0,0
Euro 2016,Darida,Czechia,Midfielder,266,0,0,30.3,37.4,7,3,2,2
Euro 2016,Hubnik,Czechia,Defender,266,0,0,30.2,29.3,1,1,0,0
Euro 2016,Kaderabek,Czechia,Defender,266,0,0,29.9,32,3,1,1,1
Euro 2016,Krejcil,Czechia,Midfielder,266,0,0,29.8,29.3,1,1,0,0
Euro 2016,Sivok,Czechia,Defender,266,0,0,21.8,14.5,4,0,3,1
Euro 2016,Cech,Czechia,Midfielder,266,0,0,21.8,14.5,0,0,0,0
Euro 2016,Plasil,Czechia,Midfielder,265,0,0,27.8,32.1,2,1,1,0
Euro 2016,Limbersky,Czechia,Defender,176,0,0,27.2,20.5,0,0,0,0
Euro 2016,Rosicky,Czechia,Midfielder,174,0,1,26.5,19.8,0,0,0,0
Euro 2016,Necid,Czechia,Forward,166,1,0,26.2,20,4,3,1,0
Euro 2016,Pudil,Czechia,Midfielder,90,0,0,31.2,10.4,0,0,0,0
Euro 2016,Gabre,Czechia,Defender,86,0,0,26.3,9.9,0,0,0,0
Euro 2016,Lafata,Czechia,Forward,82,0,0,25.5,9.6,2,0,0,2
Euro 2016,Dockal,Czechia,Midfielder,71,0,0,25.1,7.5,0,0,0,0
Euro 2016,Skalak,Czechia,Midfielder,67,0,0,30.3,8,0,0,0,0
Euro 2016,Pavelka,Czechia,Midfielder,59,0,0,26.5,7.2,0,0,0,0
Euro 2016,Skoda,Czechia,Forward,52,1,0,29.9,7.5,2,2,0,0
Euro 2016,Sural,Czechia,Forward,42,0,0,26.7,7.1,0,0,0,0
Euro 2016,Kolar,Czechia,Midfielder,1,0,0,20.6,0.8,0,0,0,0
Euro 2016,Smalling,England,Defender,360,0,0,29.3,37.8,3,1,2,0
Euro 2016,Hart,England,Goalkeeper,360,0,0,27.8,16.9,0,0,0,0
Euro 2016,Cahill,England,Defender,360,0,0,27.4,39.3,5,1,3,1
Euro 2016,Dier,England,Defender,315,1,0,29.3,36.3,9,2,2,5
Euro 2016,Alli,England,Midfielder,299,0,1,28.9,38.5,12,0,7,5
Euro 2016,Rooney,England,Forward,289,1,0,27.4,34.3,11,4,5,2
Euro 2016,Walker,England,Defender,270,0,0,30,29.8,1,0,0,1
Euro 2016,Rose,England,Defender,270,0,0,29.3,30.1,1,0,1,0
Euro 2016,Kane,England,Forward,239,0,0,29.2,27.9,14,4,6,4
Euro 2016,Lallana,England,Midfielder,224,0,0,28.4,28.9,7,2,3,2
Euro 2016,Sturridge,England,Forward,211,1,0,29.1,22.4,10,3,3,4
Euro 2016,Sterling,England,Midfielder,192,0,0,30.7,20.7,2,0,1,1
Euro 2016,Vardy,England,Forward,165,1,0,30.2,18.1,4,2,2,0
Euro 2016,Wilshere,England,Defender,113,0,0,28.7,13.8,1,0,1,0
Euro 2016,Clyne,England,Defender,90,0,0,29.5,10.3,1,1,0,0
Euro 2016,Henderson,England,Midfielder,90,0,0,27.6,11.4,2,0,0,2
Euro 2016,Bertrand,England,Defender,90,0,0,27.2,10.7,0,0,0,0
Euro 2016,Rashford,England,Forward,20,0,0,28.2,3,0,0,0,0
Euro 2016,Milner,England,Midfielder,3,0,0,24.6,1,0,0,0,0
Euro 2016,Sagna,France,Defender,660,0,1,30.1,73.5,1,0,1,0
Euro 2016,Evra,France,Defender,660,0,0,30.1,66.4,1,0,0,1
Euro 2016,Lloris,France,Goalkeeper,660,0,0,21.8,33,0,0,0,0
Euro 2016,Koscielny,France,Defender,642,0,0,30.1,66.3,4,0,3,1
Euro 2016,Pogba,France,Midfielder,602,0,0,29.1,70.5,16,7,6,3
Euro 2016,Matuidi,France,Midfielder,583,0,1,29,70.8,4,1,2,1
Euro 2016,Griezmann,France,Forward,554,0,2,31,66.4,26,14,5,7
Euro 2016,Payet,France,Forward,505,0,2,27.4,56.3,20,7,7,6
Euro 2016,Giroud,France,Forward,456,0,2,29.7,49.8,15,6,7,2
Euro 2016,Sissoko,France,Midfielder,382,0,0,29.8,45.6,8,3,4,1
Euro 2016,Rami,France,Defender,360,0,1,30.3,39.3,0,0,0,0
Euro 2016,Umtiti,France,Defender,300,0,0,29.3,29.6,0,0,0,0
Euro 2016,Coman,France,Forward,271,0,0,32.8,33,6,1,3,2
Euro 2016,Kante,France,Midfielder,244,0,1,30.7,30.3,3,0,0,3
Euro 2016,Gignac,France,Forward,204,0,1,29.8,26.3,12,3,4,5
Euro 2016,Cabaye,France,Defender,91,0,0,28.4,11,1,0,0,1
Euro 2016,Martial,France,Forward,68,0,0,30,7.5,4,1,0,3
Euro 2016,Mangala,France,Defender,18,0,0,23.5,2.1,0,0,0,0
Euro 2016,Ozil,Germany,Midfielder,570,1,1,30.5,66.1,14,6,6,2
Euro 2016,Muller,Germany,Forward,570,0,1,30.5,71.5,19,7,8,4
Euro 2016,Hector,Germany,Defender,570,0,1,30.1,72,3,0,3,0
Euro 2016,Kroos,Germany,Midfielder,570,0,1,29.1,68.3,15,4,6,5
Euro 2016,Neuer,Germany,Goalkeeper,570,0,0,24.7,30.1,0,0,0,0
Euro 2016,Boateng,Germany,Defender,509,1,0,31.2,51.2,4,1,2,1
Euro 2016,Howedes,Germany,Defender,422,0,0,28.8,48.2,1,0,1,0
Euro 2016,Kimmich,Germany,Midfielder,390,0,0,30.3,50,5,0,3,2
Euro 2016,Hummels,Germany,Defender,390,0,0,27.9,40,2,0,1,1
Euro 2016,Draxler,Germany,Midfielder,359,1,1,28.9,44.1,10,2,5,3
Euro 2016,Khedira,Germany,Midfielder,341,0,0,29.6,42.5,9,4,2,3
Euro 2016,Gomez,Germany,Forward,271,2,0,28.2,29.3,10,5,3,2
Euro 2016,Gotze,Germany,Midfielder,233,0,0,27.8,29.6,8,4,3,1
Euro 2016,Schweinsteiger,Germany,Midfielder,219,1,0,27,27.1,3,2,1,0
Euro 2016,Mustafi,Germany,Defender,119,1,0,26.2,13.8,2,1,1,0
Euro 2016,Schurrle,Germany,Midfielder,71,0,0,28.7,9.2,2,0,1,1
Euro 2016,Can,Germany,Defender,67,0,0,28.9,7.8,1,1,0,0
Euro 2016,Podolski,Germany,Forward,18,0,0,26,2.3,0,0,0,0
Euro 2016,Sane,Germany,Midfielder,11,0,0,28.9,2.1,0,0,0,0
Euro 2016,Guzmics,Hungary,Defender,360,0,0,31.6,36.3,0,0,0,0
Euro 2016,Lang,Hungary,Defender,360,0,0,31.2,42.3,0,0,0,0
Euro 2016,Kadar,Hungary,Defender,270,0,0,30.3,26.4,2,0,1,1
Euro 2016,A.Nagy,Hungary,Midfielder,270,0,0,29.3,36,1,0,1,0
Euro 2016,Gera,Hungary,Midfielder,270,1,0,26.8,32.2,4,2,2,0
Euro 2016,Juhasz,Hungary,Defender,253,0,0,28.4,25.2,2,0,2,0
Euro 2016,Dzsudzsak,Hungary,Midfielder,360,2,0,30.2,39.8,12,6,2,4
Euro 2016,Pinter,Hungary,Defender,166,0,0,27.7,21.6,2,1,1,0
Euro 2016,Kleinheisler,Hungary,Midfielder,169,0,1,27.6,20.1,7,2,4,1
Euro 2016,Fiola,Hungary,Defender,90,0,0,28.4,10.6,1,1,0,0
Euro 2016,Ad. Szalai,Hungary,Forward,236,1,0,29.8,26.9,9,4,2,3
Euro 2016,Elek,Hungary,Defender,135,0,0,26.4,17.1,4,2,1,1
Euro 2016,Korhut,Hungary,Defender,90,0,0,26.9,9.7,0,0,0,0
Euro 2016,Stieber,Hungary,Forward,83,1,0,30.1,11.5,1,1,0,0
Euro 2016,Bese,Hungary,Defender,45,0,0,28.2,5,0,0,0,0
Euro 2016,Nemeth,Hungary,Forward,108,0,0,26.5,11.7,1,1,0,0
Euro 2016,Priskin,Hungary,Forward,86,0,1,26.5,10.2,1,0,1,0
Euro 2016,Lovrencsics,Hungary,Defender,173,0,0,30.7,19.2,5,2,3,0
Euro 2016,Kiraly,Hungary,Goalkeeper,360,0,0,22.7,17.8,0,0,0,0
Euro 2016,Nikolic,Hungary,Forward,40,0,1,26,5.5,0,0,0,0
Euro 2016,Bode,Hungary,Forward,36,0,0,24.3,3.8,1,1,0,0
Euro 2016,Bonucci,Italy,Defender,480,1,1,28.1,47.9,1,1,0,0
Euro 2016,Barzagli,Italy,Defender,480,0,0,30.5,54.2,0,0,0,0
Euro 2016,Giaccherini,Italy,Midfielder,390,1,1,27.7,53.7,5,2,0,3
Euro 2016,Buffon,Italy,Goalkeeper,390,0,0,28.8,20.9,0,0,0,0
Euro 2016,Parolo,Italy,Midfielder,390,0,0,27.9,52.5,4,0,3,1
Euro 2016,Chiellini,Italy,Defender,389,1,0,27.6,46.1,1,1,0,0
Euro 2016,Pelle,Italy,Forward,360,2,0,28,43.2,11,4,6,1
Euro 2016,Eder,Italy,Forward,355,1,0,30.7,42.9,7,3,0,4
Euro 2016,Florenzi,Italy,Defender,345,0,0,30.7,42.1,3,2,0,1
Euro 2016,De Sciglio,Italy,Defender,323,0,0,29.6,38.7,2,0,1,1
Euro 2016,Sturaro,Italy,Midfielder,215,0,0,29.1,27.9,2,0,1,1
Euro 2016,De Rossi,Italy,Midfielder,206,0,0,28.6,26.1,0,0,0,0
Euro 2016,Candreva,Italy,Midfielder,180,0,1,30.1,23.3,3,2,0,1
Euro 2016,Thiago Motta,Italy,Midfielder,154,0,0,27.4,19.3,0,0,0,0
Euro 2016,Darmian,Italy,Defender,128,0,1,29.4,17.1,0,0,0,0
Euro 2016,Zaza,Italy,Forward,121,0,1,30.7,13.2,1,0,1,0
Euro 2016,Ogbonna,Italy,Defender,90,0,0,25,8.3,0,0,0,0
Euro 2016,Sirigu,Italy,Goalkeeper,90,0,0,22.5,4.7,0,0,0,0
Euro 2016,Immobile,Italy,Forward,89,0,0,26.9,11.2,2,1,1,0
Euro 2016,Bernardeschi,Italy,Midfielder,60,0,0,29.7,7,0,0,0,0
Euro 2016,Insigne,Italy,Forward,36,0,0,26,6,4,2,1,1
Euro 2016,El Shaarawy,Italy,Forward,9,0,0,20.7,1.4,1,1,0,0
Euro 2016,Evans,Northern Ireland,Defender,360,0,0,31.2,41,1,0,0,1
Euro 2016,Davis,Northern Ireland,Midfielder,360,0,0,29.7,43.5,2,1,0,1
Euro 2016,Cathcart,Northern Ireland,Defender,360,0,0,27.7,39,1,0,1,0
Euro 2016,McGovern,Northern Ireland,Goalkeeper,360,0,0,25.7,16.8,0,0,0,0
Euro 2016,McAuley,Northern Ireland,Defender,354,1,0,26.6,38.4,3,2,0,1
Euro 2016,Norwood,Northern Ireland,Midfielder,349,0,1,25.8,41.1,2,2,0,0
Euro 2016,Dallas,Northern Ireland,Midfielder,315,0,1,29.4,39.9,3,3,0,0
Euro 2016,Hughes,Northern Ireland,Defender,270,0,0,30.9,31.6,0,0,0,0
Euro 2016,Evans,Northern Ireland,Midfielder,263,0,0,26.5,33.1,1,0,0,1
Euro 2016,Ward,Northern Ireland,Midfielder,222,0,0,27.5,24.4,4,2,0,2
Euro 2016,Lafferty,Northern Ireland,Forward,211,0,0,30.5,20.6,2,0,2,0
Euro 2016,Washington,Northern Ireland,Forward,188,0,0,30,21.2,3,0,3,0
Euro 2016,McLaughlin,Northern Ireland,Defender,90,0,0,26.7,10.1,0,0,0,0
Euro 2016,Baird,Northern Ireland,Defender,76,0,0,24.2,8.5,0,0,0,0
Euro 2016,Ferguson,Northern Ireland,Midfielder,66,0,0,27.3,7.3,0,0,0,0
Euro 2016,McNair,Northern Ireland,Defender,46,0,0,25.5,6,0,0,0,0
Euro 2016,McGinn,Northern Ireland,Forward,38,1,0,25.6,6.1,1,1,0,0
Euro 2016,Magennis,Northern Ireland,Midfielder,32,0,0,30,5.2,0,0,0,0
Euro 2016,Lewandowski,Poland,Forward,510,1,0,29.8,58.3,12,6,3,3
Euro 2016,Jedrzejczyk,Poland,Defender,510,0,0,25.7,58.1,0,0,0,0
Euro 2016,Krychowiak,Poland,Midfielder,510,0,0,30,57.2,2,0,2,0
Euro 2016,Gilk,Poland,Defender,510,0,0,29.1,49.3,2,0,1,1
Euro 2016,Pazdan,Poland,Defender,510,0,0,31.9,51.8,2,0,2,0
Euro 2016,Milik,Poland,Forward,509,1,1,29.1,61.9,19,6,10,3
Euro 2016,Blaszcyko,Poland,Midfielder,445,2,1,25,49.9,7,3,2,2
Euro 2016,Piszczek,Poland,Midfielder,420,0,0,31.2,46.4,4,0,2,2
Euro 2016,Fabianski,Poland,Goalkeeper,420,0,0,28.7,19.9,0,0,0,0
Euro 2016,Maczynski,Poland,Midfielder,353,0,0,31.2,44.8,0,0,0,0
Euro 2016,Grosicki,Poland,Midfielder,302,0,2,28.7,35.7,7,0,4,3
Euro 2016,Kapustka,Poland,Midfielder,207,0,0,31.2,25.6,6,1,2,3
Euro 2016,Jodlowiec,Poland,Midfielder,157,0,0,27.3,21.8,2,1,0,1
Euro 2016,Szczesny,Poland,Goalkeeper,90,0,0,15.5,10.7,0,0,0,0
Euro 2016,Zielinski,Poland,Midfielder,45,0,0,25.7,6,0,0,0,0
Euro 2016,Peszko,Poland,Midfielder,21,0,0,25.7,3.3,0,0,0,0
Euro 2016,Rui Patricio,Portugal,Goalkeeper,720,0,0,21.1,38.2,0,0,0,0
Euro 2016,Nani,Portugal,Forward,706,3,1,31,84.4,21,9,11,1
Euro 2016,Pepe,Portugal,Defender,630,0,0,29,66.8,4,2,2,0
Euro 2016,Ronaldo,Portugal,Forward,625,3,3,29.1,62.8,46,12,17,17
Euro 2016,Joao Mario,Portugal,Midfielder,562,0,1,29.7,66.4,8,0,5,3
Euro 2016,William,Portugal,Midfielder,516,0,0,27.3,61.7,1,1,0,0
Euro 2016,Guerreiro,Portugal,Defender,510,0,1,28.7,59.4,3,1,1,1
Euro 2016,Cedric,Portugal,Defender,450,0,0,30.3,51.1,2,0,2,0
Euro 2016,Fonte,Portugal,Defender,450,0,0,29.6,46.8,3,2,1,0
Euro 2016,Renato,Portugal,Midfielder,407,0,0,29.4,46.9,5,1,2,2
Euro 2016,Silva,Portugal,Midfielder,326,0,0,29.1,41,3,0,2,1
Euro 2016,Joao,Portugal,Midfielder,318,1,1,28,37.3,0,0,0,0
Euro 2016,Andre,Portugal,Midfielder,294,0,1,29.4,37.2,6,2,1,3
Euro 2016,Quaresma,Portugal,Midfielder,286,1,1,29.7,34.8,6,3,2,1
Euro 2016,Vieirinha,Portugal,Defender,270,0,0,26.3,29,3,2,0,1
Euro 2016,Ricardo,Portugal,Defender,270,0,0,26,28.6,2,0,2,0
Euro 2016,Danilo,Portugal,Midfielder,225,0,0,29,26.4,2,1,0,1
Euro 2016,Eliseu,Portugal,Defender,210,0,0,29.5,21.4,1,0,0,0
Euro 2016,Bruno,Portugal,Defender,90,0,0,27,9.5,0,0,0,0
Euro 2016,Eder,Portugal,Forward,54,1,0,25.6,7.1,1,2,0,0
Euro 2016,Brady,Ireland,Midfielder,360,2,0,30.7,39.5,7,2,2,3
Euro 2016,Coleman,Ireland,Defender,360,0,1,29.5,39.8,1,0,0,1
Euro 2016,Hendrick,Ireland,Midfielder,360,0,0,28.3,43.4,7,3,3,1
Euro 2016,Randolph,Ireland,Goalkeeper,360,0,0,21.3,14,0,0,0,0
Euro 2016,S.Long,Ireland,Forward,348,0,0,31.8,37.6,1,0,1,0
Euro 2016,McCarthy,Ireland,Midfielder,295,0,0,29.4,31.7,0,0,0,0
Euro 2016,Ward,Ireland,Defender,270,0,0,29.5,28.9,3,1,1,1
Euro 2016,McClean,Ireland,Midfielder,212,0,0,30.5,27.8,4,1,3,0
Euro 2016,O'Shea,Ireland,Defender,202,0,0,27.6,20,0,0,0,0
Euro 2016,Hoolahan,Ireland,Midfielder,181,1,1,27.7,23.6,3,2,0,0
Euro 2016,Keogh,Ireland,Defender,180,0,0,29.5,19.1,0,0,0,0
Euro 2016,Clark,Ireland,Defender,180,0,0,27.2,17.1,2,0,2,0
Euro 2016,Whelan,Ireland,Midfielder,180,0,0,26.7,19.6,0,0,0,0
Euro 2016,Duffy,Ireland,Defender,156,0,0,25.3,15.7,3,0,3,0
Euro 2016,Murphy,Ireland,Forward,135,0,0,28.4,14.3,3,2,0,1
Euro 2016,Walters,Ireland,Forward,89,0,0,27.1,10.3,1,0,1,0
Euro 2016,McGeady,Ireland,Midfielder,44,0,0,29.1,6.4,3,1,2,0
Euro 2016,Keane,Ireland,Forward,23,0,0,25.4,3.4,0,0,0,0
Euro 2016,Grigore,Romania,Defender,270,0,0,31.2,27.5,0,0,0,0
Euro 2016,Sapunaru,Romania,Defender,270,0,0,29.8,28.1,2,0,2,0
Euro 2016,Chiriches,Romania,Defender,270,0,0,29.1,27.3,0,0,0,0
Euro 2016,Tatarusanu,Romania,Goalkeeper,270,0,0,18.8,14.2,0,0,0,0
Euro 2016,Stancu,Romania,Forward,264,2,0,28.4,28.9,6,4,1,1
Euro 2016,Hoban,Romania,Midfielder,225,0,0,29.5,26.6,5,1,2,2
Euro 2016,Stanciu,Romania,Midfielder,162,0,0,25.3,19.6,6,4,1,1
Euro 2016,Rat,Romania,Defender,152,0,0,27.2,15.4,0,0,0,0
Euro 2016,Popa,Romania,Midfielder,150,0,0,28,16.4,0,0,0,0
Euro 2016,Pintilii,Romania,Midfielder,135,0,0,26,15.9,2,0,1,1
Euro 2016,Prepelita,Romania,Midfielder,135,0,0,25.5,15.4,0,0,0,0
Euro 2016,Torje,Romania,Midfielder,131,0,0,29.9,15.8,0,0,0,0
Euro 2016,Chipciu,Romania,Defender,108,0,0,26.5,12.1,2,0,1,1
Euro 2016,Matel,Romania,Defender,90,0,0,28.6,9.4,1,0,1,0
Euro 2016,Keseru,Romania,Forward,90,0,0,25.7,9.3,4,2,2,0
Euro 2016,Andone,Romania,Forward,89,0,0,28.1,10.9,3,0,3,0
Euro 2016,Alibec,Romania,Forward,86,0,0,27.8,8.6,3,1,1,1
Euro 2016,Sanmarte,Romania,Midfielder,45,0,0,24.8,4.8,1,0,0,1
